,Round,PlayerName,Group,Bonus,Result
0,0,tram,--,--,100
1,1,tram,543,-5,95
2,2,tram,543,-5,90
3,3,tram,543,-5,85
4,4,tram,543,-5,80
5,5,tram,543,-5,75
6,6,tram,543,-5,70
7,7,tram,543,-5,65
8,8,tram,543,-5,60
9,9,tram,543,-5,55
10,10,tram,543,-5,50
11,11,tram,543,-5,45
12,12,tram,543,-5,40
13,13,tram,543,-5,35
14,14,tram,543,-5,30
15,15,tram,543,-5,25
16,16,tram,543,-5,20
17,17,tram,543,-5,15
18,18,tram,543,-5,10
19,19,tram,543,-5,5
20,20,tram,543,-5,0
